date,ca_esp,ca_cb,jeton,fidelite,remb,ca_tot
2025-03-23,70.3,94.7,0.0,0.0,0.0,165.0
2025-03-24,94.7,44.0,0.0,0.0,0.0,138.7
2025-03-25,57.7,16.0,0.0,0.0,0.0,73.7
2025-03-26,36.2,52.7,0.0,0.0,0.0,88.9
2025-03-27,31.2,29.5,0.0,0.0,0.0,60.7
2025-03-28,20.5,33.0,0.0,0.0,0.0,53.5
2025-03-29,126.5,111.9,0.0,0.0,0.0,238.4
2025-03-30,90.8,135.0,0.0,0.0,0.0,225.8
2025-03-31,18.0,100.0,0.0,0.0,0.0,118.0
2025-04-01,47.5,49.5,0.0,0.0,0.0,97.0
2025-04-02,32.5,133.8,0.0,0.0,0.0,166.3
2025-04-03,20.5,127.7,0.0,0.0,0.0,148.2
2025-04-04,50.2,84.9,0.0,0.0,0.0,135.1
2025-04-05,84.0,133.3,0.0,0.0,0.0,217.3
2025-04-06,47.0,29.7,0.0,0.0,0.0,76.7
2025-04-07,25.0,77.5,0.0,0.0,0.0,102.5
2025-04-08,58.5,71.2,0.0,0.0,0.0,129.7
2025-04-09,55.5,53.5,0.0,0.0,0.0,109.0
2025-04-10,19.0,49.0,0.0,0.0,0.0,68.0
2025-04-11,23.0,127.5,0.0,0.0,0.0,150.5
2025-04-12,67.5,79.5,0.0,0.0,0.0,147.0
2025-04-13,40.5,66.5,0.0,0.0,0.0,107.0
2025-04-14,37.0,141.6,0.0,0.0,0.0,178.6
2025-04-15,14.0,143.7,0.0,0.0,0.0,157.7
2025-04-16,25.7,80.0,0.0,0.0,0.0,105.7
2025-04-17,66.0,100.2,0.0,0.0,0.0,166.2
2025-04-18,75.5,110.6,0.0,0.0,0.0,186.1
2025-04-19,48.5,86.8,0.0,0.0,0.0,135.3
2025-04-20,72.6,70.6,0.0,0.0,0.0,143.2
2025-04-21,102.2,208.2,0.0,0.0,0.0,310.4
2025-04-22,55.0,71.0,0.0,0.0,0.0,126.0
2025-04-23,81.5,18.0,0.0,0.0,0.0,99.5
2025-04-24,33.7,82.1,0.0,0.0,0.0,115.8
2025-04-25,45.7,67.5,0.0,0.0,0.0,113.2
2025-04-26,58.0,33.0,0.0,0.0,0.0,91.0
2025-04-27,43.6,74.0,0.0,0.0,0.0,117.6
2025-04-28,98.3,82.6,0.0,0.0,0.0,180.9
2025-04-29,29.2,88.9,0.0,0.0,0.0,118.1
2025-04-30,53.0,39.0,0.0,0.0,0.0,92.0
2025-05-01,57.4,158.9,0.0,0.0,-9.0,216.3
2025-05-02,30.8,113.0,0.0,0.0,0.0,143.8
2025-05-03,72.0,71.6,0.0,0.0,0.0,143.6
2025-05-04,30.5,118.4,0.0,0.0,0.0,148.9
2025-05-05,103.0,56.7,0.0,0.0,0.0,159.7
2025-05-06,14.0,119.5,0.0,0.0,0.0,133.5
2025-05-07,64.0,43.0,0.0,0.0,0.0,107.0
2025-05-08,29.7,91.0,0.0,0.0,0.0,120.7
2025-05-09,106.9,127.6,0.0,0.0,0.0,234.5
2025-05-10,73.0,47.5,0.0,0.0,0.0,120.5
2025-05-11,121.9,65.2,0.0,0.0,0.0,187.1
2025-05-12,78.6,51.0,0.0,0.0,0.0,129.6
2025-05-13,52.2,36.0,0.0,0.0,0.0,88.2
2025-05-14,64.3,89.8,0.0,0.0,0.0,154.1
2025-05-15,43.5,66.1,0.0,0.0,0.0,109.6
2025-05-16,45.2,30.5,0.0,0.0,0.0,75.7
2025-05-17,78.1,116.9,0.0,0.0,0.0,195.0
2025-05-18,30.7,72.4,0.0,0.0,0.0,103.1
2025-05-19,59.0,82.0,0.0,0.0,0.0,141.0
2025-05-20,63.0,48.0,0.0,0.0,0.0,111.0
2025-05-21,52.5,16.5,0.0,0.0,0.0,69.0
2025-05-22,43.5,45.5,0.0,0.0,0.0,89.0
2025-05-23,75.7,37.5,0.0,0.0,0.0,113.2
2025-05-24,77.5,42.5,0.0,0.0,0.0,120.0
2025-05-25,28.5,71.0,0.0,0.0,0.0,99.5
2025-05-26,66.3,70.0,0.0,0.0,0.0,136.3
2025-05-27,9.5,99.5,0.0,0.0,0.0,109.0
2025-05-28,49.2,102.7,0.0,0.0,0.0,151.9
2025-05-29,116.2,82.7,0.0,0.0,0.0,198.9
2025-05-30,50.9,78.5,0.0,0.0,0.0,129.4
2025-05-31,31.0,64.7,0.0,0.0,0.0,95.7
2025-06-01,52.9,130.8,0.0,0.0,0.0,183.7
2025-06-02,19.0,106.1,0.0,0.0,0.0,125.1
2025-06-03,36.7,54.8,0.0,0.0,0.0,91.5
2025-06-04,18.5,28.0,0.0,0.0,0.0,46.5
2025-06-05,62.7,86.2,0.0,0.0,0.0,148.9
2025-06-06,29.2,80.1,0.0,0.0,0.0,109.3
2025-06-07,49.2,31.0,0.0,0.0,0.0,80.2
2025-06-08,4.5,46.5,0.0,0.0,0.0,51.0
2025-06-09,63.9,196.4,0.0,0.0,0.0,260.3
2025-06-10,59.0,74.6,0.0,0.0,0.0,133.6
2025-06-11,51.0,82.4,0.0,0.0,0.0,133.4
2025-06-12,87.2,56.5,0.0,0.0,0.0,143.7
2025-06-13,39.9,129.3,0.0,0.0,0.0,169.2
2025-06-14,106.3,57.9,0.0,0.0,0.0,164.2
2025-06-15,75.3,98.1,0.0,0.0,0.0,173.4
2025-06-16,53.0,70.2,0.0,0.0,0.0,123.2
2025-06-17,43.9,105.2,0.0,0.0,0.0,149.1
2025-06-18,93.2,94.6,0.0,0.0,0.0,187.8
2025-06-19,42.7,89.6,0.0,0.0,0.0,132.3
2025-06-20,71.5,35.5,0.0,0.0,0.0,107.0
2025-06-21,73.2,106.0,0.0,0.0,0.0,179.2
2025-06-22,27.5,59.9,0.0,0.0,0.0,87.4
2025-06-23,42.2,23.0,0.0,0.0,0.0,65.2
2025-06-24,23.0,34.5,0.0,0.0,0.0,57.5
2025-06-25,68.5,49.9,0.0,0.0,0.0,118.4
2025-06-26,39.0,9.5,0.0,0.0,0.0,48.5
2025-06-27,51.6,88.5,0.0,0.0,0.0,140.1
2025-06-28,91.4,117.7,0.0,0.0,0.0,209.1
2025-06-29,34.5,45.5,0.0,0.0,0.0,80.0
2025-06-30,58.5,162.4,0.0,0.0,-4.5,220.9
2025-07-01,84.5,154.2,0.0,0.0,0.0,238.7
