ds,yhat,yhat_lower,yhat_upper
2025-04-05,195.15732372206992,135.90298386263277,256.9278858584918
2025-04-06,142.52620553012483,78.43949555364401,207.52685887120532
2025-04-07,135.1463889553866,72.804827111991,200.2820966311984
2025-04-08,110.49135368495149,47.69669154301477,172.28329481815382
2025-04-09,100.69210833977552,39.57861756069066,161.66656365532793
2025-04-10,125.34149491703378,62.55508506916304,187.98142730232172
2025-04-11,121.74690095373828,57.008428051081616,183.05221954407995
2025-04-12,181.51145778805426,120.66972179628182,252.12712888828972
2025-04-13,140.64834655632603,78.67565633860359,203.37365891467334
2025-04-14,133.2685299817539,65.9576646901174,198.3560489221029
2025-04-15,120.38150167128558,56.594433211788015,181.0395370231528
2025-04-16,98.81424936611461,38.222602848907655,158.67884607376828
2025-04-17,123.46363593995352,63.52494696850828,186.80956164056965
2025-04-18,131.63704893320858,67.97007469134462,194.12908908007907
2025-04-19,179.63359880398616,122.03538945644323,241.26715129535933
2025-04-20,138.77048756871977,73.78178399816521,202.67679362380179
2025-04-21,263.4019226911735,200.45769430490043,326.4676104146919
2025-04-22,106.7356357176832,46.66128592122273,165.59212589577396
2025-04-23,108.70439732949094,46.26863427821019,170.58573620661417
2025-04-24,133.35378390379296,68.72734926978661,198.7388132903832
2025-04-25,117.99118297751473,53.67238410508865,183.44768228087327
2025-04-26,189.52374676289824,126.30640527966366,250.38047087916627
2025-04-27,148.66063552228238,85.33914954561853,215.02355086611152
2025-04-28,129.51281197888426,70.63891039729282,192.71566819199583
2025-04-29,116.62578365944427,58.28755083037713,180.58014023242595
2025-04-30,95.05853134519663,30.158128538533024,154.4294353942329
2025-05-01,192.0411343737842,124.53555589302955,258.27043224805453
2025-05-02,127.88133090162074,63.14926549159279,192.36796252834463
2025-05-03,175.8778807670025,116.99956228763882,241.46784808645972
2025-05-04,135.0147695263003,71.6514060199265,200.01946637007444
2025-05-05,127.63495294291789,66.33095260495845,188.8079122290478
2025-05-06,102.97991766351271,37.597842564026905,166.12109466261018
2025-05-07,104.94867926933964,43.759856593452945,169.361378961453
2025-05-08,117.52180202778158,56.88390921793592,182.7316644770127
2025-05-09,114.23546490572677,49.81066980561207,178.03715313826083
2025-05-10,174.00002173104173,114.228270911502,232.969945317336
2025-05-11,133.13691049040608,70.25760965399384,198.3244725912785
2025-05-12,125.75709390695155,64.05912169216525,190.49541733357572
2025-05-13,101.10205862746844,37.783749612579406,158.63962986588672
2025-05-14,91.30281327336644,27.307246210826257,156.7711575089772
2025-05-15,127.72020680177863,68.42328228708655,193.88691735838051
2025-05-16,112.35760586977486,49.16177218149861,179.71311083408972
2025-05-17,172.12216269508872,106.6742659029757,236.81181814675693
2025-05-18,143.02705841442398,77.86194936491594,203.98674305443072
2025-05-19,123.87923487098948,56.452625685118534,188.93867677026475
2025-05-20,110.99220655171257,49.34867786345062,173.2488505821831
2025-05-21,101.19296119750943,38.85636657662654,164.79759781469966
2025-05-22,107.25604663126943,43.55927029605445,168.6868330177036
2025-05-23,110.4797468338229,44.89560756144657,173.3480410332478
2025-05-24,170.2443036591852,108.89397967719435,232.72781228975316
2025-05-25,129.38119241848582,66.86524161892241,190.00322029437476
2025-05-26,122.00137583511008,59.100337711224725,182.80973026144972
2025-05-27,97.34634055566828,35.31554961003051,158.88063850457178
2025-05-28,87.54709520153621,27.30321069265378,148.14348705287708
2025-05-29,112.19648176996607,50.991234776428996,174.2042451397863
2025-05-30,108.60188779777424,48.04079112300999,169.0844238724397
2025-05-31,180.13445158323222,119.12653220270151,243.59022501804844
2025-06-01,127.50333338250373,62.011152791904465,189.61211210687063
2025-06-02,120.1235167990568,56.480336095304565,184.00344494713266
2025-06-03,95.46848151984945,36.84769408073994,162.0240573794793
2025-06-04,97.43724312556837,34.15681324372117,161.18189133691942
2025-06-05,110.31862273405979,46.0510174766255,173.91128925085852
2025-06-06,106.72402876188026,49.19824242181066,169.17943682773742
2025-06-07,178.25659254727145,118.5590474579346,245.93144892014118
2025-06-08,125.62547434656557,67.96606654533296,189.55901835722443
2025-06-09,130.01366472317736,68.28922134313515,190.06241287198412
2025-06-10,93.59062248380519,29.151837049924666,155.93820484594232
2025-06-11,83.79137712959516,23.910901373546835,144.54339759183324
2025-06-12,108.44076369805686,43.17099798181964,166.6733789431225
2025-06-13,104.84616972592833,44.75485077974609,163.0294853349827
2025-06-14,164.61072655132622,101.16419271391337,229.2469039366594
2025-06-15,135.5156222706405,71.14118019243699,198.46816131825773
2025-06-16,116.36779872712836,57.8536841597253,182.7246209442681
2025-06-17,91.71276344776092,24.136959135138103,156.76099338901213
2025-06-18,81.91351809373815,19.711784810264593,140.2644616491604
2025-06-19,106.56290466215057,41.607869641180116,169.6228326348935
2025-06-20,102.96831068999558,44.721055406655466,169.96520673737572
2025-06-21,162.73286751536546,103.85569929740548,226.95086379616552
2025-06-22,121.86975627470237,58.94066602158474,185.87085201540057
2025-06-23,114.48993969124896,53.02163553565921,176.6052492458306
2025-06-24,89.83490441182936,31.386850403075012,160.00389081780145
2025-06-25,80.03565905764876,13.982606499485966,139.90872592081598
2025-06-26,104.68504562614794,40.457497157588385,174.38882632279882
2025-06-27,101.0904516539857,42.08670457237164,164.93062792430666
2025-06-28,172.6230154394047,110.5802029148344,233.23748541250947
2025-06-29,119.99189723872027,56.14049079692064,184.16261997707593
2025-06-30,112.6120806552826,48.97346032975199,178.02219281691367
