ds,y,y_pred
2025-05-25,99.5,165.0040764605058
2025-05-31,95.7,187.26967858503733
2025-06-01,183.7,165.0040764605058
2025-06-07,80.2,187.26967858503733
2025-06-08,51.0,165.0040764605058
2025-06-14,164.2,165.0040764605058
2025-06-15,173.4,187.26967858503733
2025-06-21,179.2,165.0040764605058
2025-06-22,87.4,165.0040764605058
2025-06-28,209.1,187.26967858503733
2025-06-29,80.0,165.0040764605058
