ds,yhat,yhat_lower,yhat_upper
2025-01-01,48.69306666943184,-7.002804037435508,101.46691896370365
2025-01-02,148.6898546727033,91.84239232158181,206.88950714034016
2025-01-03,145.73492452285208,80.7169234784373,206.02350365786225
2025-01-06,161.28069437827443,106.97002260707085,215.85346652196284
2025-01-07,133.9500288834764,77.60767881615232,193.7038980519174
2025-01-08,125.78679057368538,63.975781081306764,179.53863739395686
2025-01-09,146.79817029467526,87.68075350735752,202.848114351398
2025-01-10,143.8432401852116,86.5583989824785,198.7975673632576
2025-01-13,150.45136808153015,91.1363501064013,208.62651007358912
2025-01-14,132.61819762920632,79.93909207228619,195.6347389807205
2025-01-15,124.45495932196026,67.50714317603958,183.81626730597762
2025-01-16,146.02619200334553,90.2107716874201,198.10877447300257
2025-01-17,142.5114089316833,81.91248576771333,204.64497168601696
2025-01-20,149.11953682164602,87.8290753582748,206.7314563001153
2025-01-21,131.28636639794783,75.72774222965243,194.57133211991825
2025-01-22,123.12312811929635,63.73600365553769,179.99894095879154
2025-01-23,144.6943608313423,86.60180862286487,208.63818670557683
2025-01-24,141.73943078083738,86.8178970513014,198.82279278546375
2025-01-27,148.3475588543872,92.27896392123343,202.6647343768846
2025-01-28,129.95453550119285,71.04388565814914,192.07580782005036
2025-01-29,121.23144430301619,67.1958320578711,180.35668491403914
2025-01-30,142.8026770555934,86.80807839204815,197.09730319190672
2025-01-31,140.40759997515255,81.59066791416974,199.4525451555313
2025-02-03,146.45587511839614,90.9775092319789,202.45535575184496
2025-02-04,128.62270473089916,69.72160297371866,184.42245236582414
2025-02-05,119.89961352827825,60.845535488274614,179.5016897095529
2025-02-06,141.47084627657634,84.28706626892593,202.88309274533518
2025-02-07,138.51591623258201,80.63756069909743,194.80292285229427
2025-02-10,145.12404432529638,88.03438517069216,205.54142980894966
2025-02-11,127.29087393855276,71.80091856927312,184.8227526166203
2025-02-12,118.56780634289454,65.24975595845736,180.24972678876162
2025-02-13,140.13906269812608,82.57962973701356,199.40770264853876
2025-02-14,137.18415626022966,80.45881085050587,194.94419453496167
2025-02-17,144.35220813213743,83.72430416166328,197.56769816584813
2025-02-18,125.95920839170847,68.1274866899539,183.11651319250765
2025-02-19,117.23614079633693,61.21371096452119,176.09085344796478
2025-02-20,139.36725011184748,84.8333148698657,194.80951661580343
2025-02-21,135.85249071714995,78.63253174455534,197.50454978786325
2025-02-24,143.0205425977369,85.63526743026078,196.72218375673572
2025-02-25,124.6275428601961,68.87876592409178,181.5197589019723
2025-02-26,115.90447527265555,54.64754306763239,176.044367654388
2025-02-27,137.47573163578943,79.77821607607353,194.56272008574632
2025-02-28,134.52082520603503,76.61581094829373,196.39122915810296
2025-03-03,141.12902416584208,86.44073957634724,199.9320185634928
2025-03-04,123.2958774016004,67.36357877199886,181.36768007974555
2025-03-05,115.13266278215691,60.17760984706412,172.56785662134146
2025-03-06,136.1440662098136,78.27723913064413,189.6341866988199
2025-03-07,133.7490127644944,75.06611375913496,187.37968737501836
2025-03-10,139.79735881302327,77.81997828014498,198.35534675064835
2025-03-11,122.52406502498008,63.469361446390835,184.1706015197116
2025-03-12,113.24114452510082,58.15622205169905,169.42092721999094
2025-03-13,134.81240093600556,77.50364227798674,186.6821513070999
2025-03-14,131.85749455392525,76.0984639033632,187.6682163811825
2025-03-17,138.46569369874035,80.82259593869775,195.08728776785915
2025-03-18,121.19239995602106,64.40487789650552,175.8406003185865
2025-03-19,111.90947947828944,50.28979623659518,170.99998815194607
2025-03-20,133.48073591344715,77.37295742413691,190.88742480785947
2025-03-21,130.5258295557333,74.38806068660018,186.03166956470238
2025-03-24,137.13402870714208,81.67746003328695,194.14056352047115
2025-03-25,119.86073497332647,63.38682232485106,181.5826570401172
2025-03-26,111.13766746452436,54.37206168496655,170.51211267705725
2025-03-27,132.7089239064973,74.92864771455501,191.65266691382175
2025-03-28,129.19416459540653,68.58447156213762,188.62394964144283
2025-03-31,135.80236379935968,75.45931653690235,193.28453751975664
2025-04-01,118.52907007640144,57.00051486315203,176.46404678921223
2025-04-02,109.24614961840203,49.61882044798282,170.65215533669152
2025-04-03,131.37725902265004,77.13997903179045,193.4573033151622
2025-04-04,128.42235267377032,68.36999828309914,185.7697665921641
2025-04-07,135.03055185216814,77.49555664881969,194.71325959943158
2025-04-08,116.63755219261597,57.70659700749114,176.50945900320696
2025-04-09,107.91448467811696,52.38113108999494,165.23358481057647
2025-04-10,130.04559407431776,66.74607839140835,190.16252661373085
2025-04-11,126.53083475499933,70.7159154983615,186.7704553875848
2025-04-14,133.1390339014672,76.00616159964929,189.2368178828428
2025-04-15,115.30588719927204,58.219920218588086,174.09400778957647
2025-04-16,107.14267264215667,45.856417300790135,157.9475000522094
2025-04-17,128.15407611387317,74.07232923359545,186.78919656299828
2025-04-18,125.19916975256282,68.31994737284852,178.68999266650673
2025-04-21,324.5595608932373,263.2515896080261,379.1195285428817
2025-04-22,113.97422220206954,50.07620490452105,170.86469666509325
2025-04-23,105.81100765579238,49.96310250216929,159.8692095216223
2025-04-24,126.82241114039398,70.55653972987216,183.83532501134422
2025-04-25,123.86750478420234,65.7412403137771,180.1505996775832
2025-04-28,131.03555690053076,72.62882682468695,190.07654941293643
2025-04-29,113.20241020164538,52.66710472423952,173.81688326587516
2025-04-30,103.91948972768965,45.05908524577963,160.96267866091523
2025-05-01,217.60556232466507,158.1340733243438,274.72978869147164
2025-05-02,122.53583980843997,64.10520787996555,182.88357277661717
2025-05-05,129.14403896479942,72.7634053813551,184.37663044051138
