"Export des alertes Bailleul"
""
""
""
"Période : 2024/01/01 00:00:00 - 2024/12/31 23:59:59"
""
"2024-05-30     11:33:09       Info                                Releve effectuée : N° 6"
"2024-06-08     06:25:21     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-06-08     06:25:21     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-06-08     11:46:52    Important                   Un tube de 2 € contient moins de 10 pieces"
"2024-06-10     15:38:50    Important                   Un tube de 2 € contient moins de 10 pieces"
"2024-06-10     16:58:12    Important                   Un tube de 1 € contient moins de 10 pieces"
"2024-06-10     16:58:12     Critique                    Un tube de 2 € contient moins de 5 pieces"
"2024-06-11     13:31:42     Critique              Défaut Lecteur Billet : Bourrage lecteur billet (0x0005)"
"2024-06-11     13:31:42     Critique              Défaut Lecteur Billet : Bourrage lecteur billet (0x0005)"
""
"Bailleul - Serial : 2035049162E9752E - 7 rue de cassel - 59270 - Bailleul - France - 923470124"
""
""
"*Les alertes n'existent qu'uniquement si la centrale est connectée. Si la centrale est hors ligne les alertes ne sont"
"pas enregistrées."
"                                                                                   Export des alertes Bailleul"
""
""
""
"Période : 2024/01/01 00:00:00 - 2024/12/31 23:59:59"
""
"Date            Heure        Type                                          Alerte"
"2024-06-11     14:42:53       Info                                Releve effectuée : N° 7"
"2024-06-17     11:19:22       Info                                Relève effectuée : N° 8"
"2024-07-02     10:02:02     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-07-02     10:02:02     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-07-02     17:24:31     Critique              Défaut Lecteur Billet : Bourrage lecteur billet (0x0005)"
"2024-07-02     17:24:31     Critique              Défaut Lecteur Billet : Bourrage lecteur billet (0x0005)"
"2024-07-09     14:00:02    Important                                    Erreur 0105"
"2024-07-11     16:28:49       Info                                Relève effectuée : N° 9"
"2024-07-19     11:35:52     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-07-19     11:35:52     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-07-29     15:00:13       Info                                Relève effectuée : N° 10"
"2024-08-13     16:14:20       Info                                Relève effectuée : N° 11"
"2024-08-21     16:39:23     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-08-21     16:39:23     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-08-21     16:40:07     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-08-21     16:40:07     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-08-30     18:41:18       Info                                Relève effectuée : N° 12"
"2024-09-01     08:22:52     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-09-01     08:22:52     Critique              Défaut Lecteur Billet : Problème de capteur (0x0002)"
"2024-09-17     15:10:35       Info                                Relève effectuée : N° 13"
"2024-10-07     16:15:04       Info                                Relève effectuée : N° 14"
"2024-10-25     17:08:41       Info                                Relève effectuée : N° 15"
"2024-10-29     10:45:23     Critique                                   Choc détecté !"
"2024-11-21     15:49:43       Info                                Relève effectuée : N° 16"
"2024-12-13     18:17:36       Info                                Relève effectuée : N° 17"
"2024-12-29     12:55:35     Critique              Défaut Lecteur Billet : Bourrage lecteur billet (0x0005)"
"2024-12-29     12:55:35     Critique              Défaut Lecteur Billet : Bourrage lecteur billet (0x0005)"
""
""
""
""
"Bailleul - Serial : 2035049162E9752E - 7 rue de cassel - 59270 - Bailleul - France - 923470124"
""
""
"*Les alertes n'existent qu'uniquement si la centrale est connectée. Si la centrale est hors ligne les alertes ne sont"
"pas enregistrées."
""
